"ID","TOKEN","UPOS"
"1816","βόησον","VERB"
"1817",",","PUNCT"
"1818","ἡ","DET"
"1819","οὐκ","ADV"
"1820","ὠδίνουσα","VERB"
"1821","·","PUNCT"
"1822","ὅτι","ADV"
"1823","πολλὰ","ADJ"
"1824","τὰ","DET"
"1825","τέκνα","NOUN"
"1826","τῆς","DET"
"1827","ἐρήμου","ADJ"
"1828","μᾶλλον","ADV"
"1829","ἢ","ADV"
"1830","τῆς","DET"
"1831","ἐχούσης","VERB"
"1832","τὸν","DET"
"1833","ἄνδρα","NOUN"
"1834",".","PUNCT"
"1835","ὑμεῖς","PRON"
"1836","δέ","ADV"
"1837",",","PUNCT"
"1838","ἀδελφοί","NOUN"
"1839",",","PUNCT"
"1840","κατὰ","ADP"
"1841","Ἰσαὰκ","PROPN"
"1842","ἐπαγγελίας","NOUN"
"1843","τέκνα","NOUN"
"1844","ἐστέ","AUX"
"1845","·","PUNCT"
"1846","ἀλλʼ","CCONJ"
"1847","ὥσπερ","ADV"
"1848","τότε","ADV"
"1849","ὁ","DET"
"1850","κατὰ","ADP"
"1851","σάρκα","NOUN"
"1852","γεννηθεὶς","VERB"
"1853","ἐδίωκε","VERB"
"1854","τὸν","DET"
"1855","κατὰ","ADP"
"1856","πνεῦμα","NOUN"
"1857",",","PUNCT"
"1858","οὕτως","ADV"
"1859","καὶ","ADV"
"1860","νῦν","ADV"
"1861",".","PUNCT"
"1862","ἀλλὰ","CCONJ"
"1863","τί","PRON"
"1864","λέγει","VERB"
"1865","ἡ","DET"
"1866","γραφή","NOUN"
"1867",";","PUNCT"
"1868","Ἔκβαλε","VERB"
"1869","τὴν","DET"
"1870","παιδίσκην","NOUN"
"1871","καὶ","CCONJ"
"1872","τὸν","DET"
"1873","υἱὸν","NOUN"
"1874","αὐτῆς","PRON"
"1875",",","PUNCT"
"1876","οὐ","ADV"
"1877","γὰρ","ADV"
"1878","μὴ","ADV"
"1879","κληρονομήσει","VERB"
"1880","ὁ","DET"
"1881","υἱὸς","NOUN"
"1882","τῆς","DET"
"1883","παιδίσκης","NOUN"
"1884","μετὰ","ADP"
"1885","τοῦ","DET"
"1886","υἱοῦ","NOUN"
"1887","τῆς","DET"
"1888","ἐλευθέρας","ADJ"
"1889",".","PUNCT"
"1890","διό","ADV"
"1891",",","PUNCT"
"1892","ἀδελφοί","NOUN"
"1893",",","PUNCT"
"1894","οὐκ","ADV"
"1895","ἐσμὲν","AUX"
"1896","παιδίσκης","NOUN"
"1897","τέκνα","NOUN"
"1898","ἀλλὰ","CCONJ"
"1899","τῆς","DET"
"1900","ἐλευθέρας","ADJ"
"1901",".","PUNCT"
"1902","τῇ","DET"
"1903","ἐλευθερίᾳ","NOUN"
"1904","ἡμᾶς","PRON"
"1905","Χριστὸς","PROPN"
"1906","ἠλευθέρωσεν","VERB"
"1907","·","PUNCT"
"1908","στήκετε","VERB"
"1909","οὖν","ADV"
"1910","καὶ","CCONJ"
"1911","μὴ","ADV"
"1912","πάλιν","ADV"
"1913","ζυγῷ","NOUN"
"1914","δουλείας","NOUN"
"1915","ἐνέχεσθε","VERB"
"1916",".","PUNCT"
"1917","Ἴδε","VERB"
"1918","ἐγὼ","PRON"
"1919","Παῦλος","PROPN"
"1920","λέγω","VERB"
"1921","ὑμῖν","PRON"
"1922","ὅτι","SCONJ"
"1923","ἐὰν","SCONJ"
"1924","περιτέμνησθε","VERB"
"1925","Χριστὸς","PROPN"
"1926","ὑμᾶς","PRON"
"1927","οὐδὲν","ADJ"
"1928","ὠφελήσει","VERB"
"1929",".","PUNCT"
"1930","μαρτύρομαι","VERB"
"1931","δὲ","ADV"
"1932","πάλιν","ADV"
"1933","παντὶ","DET"
"1934","ἀνθρώπῳ","NOUN"
"1935","περιτεμνομένῳ","VERB"
"1936","ὅτι","SCONJ"
"1937","ὀφειλέτης","NOUN"
"1938","ἐστὶν","AUX"
"1939","ὅλον","ADJ"
"1940","τὸν","DET"
"1941","νόμον","NOUN"
"1942","ποιῆσαι","VERB"
"1943",".","PUNCT"
"1944","κατηργήθητε","VERB"
"1945","ἀπὸ","ADP"
"1946","Χριστοῦ","PROPN"
"1947","οἵτινες","PRON"
"1948","ἐν","ADP"
"1949","νόμῳ","NOUN"
"1950","δικαιοῦσθε","VERB"
"1951",",","PUNCT"
"1952","τῆς","DET"
"1953","χάριτος","NOUN"
"1954","ἐξεπέσατε","VERB"
"1955",".","PUNCT"
"1956","ἡμεῖς","PRON"
"1957","γὰρ","ADV"
"1958","πνεύματι","NOUN"
"1959","ἐκ","ADP"
"1960","πίστεως","NOUN"
"1961","ἐλπίδα","NOUN"
"1962","δικαιοσύνης","NOUN"
"1963","ἀπεκδεχόμεθα","VERB"
"1964",".","PUNCT"
"1965","ἐν","ADP"
"1966","γὰρ","ADV"
"1967","Χριστῷ","PROPN"
"1968","Ἰησοῦ","PROPN"
"1969","οὔτε","CCONJ"
"1970","περιτομή","NOUN"
"1971","τι","ADJ"
"1972","ἰσχύει","VERB"
"1973","οὔτε","CCONJ"
"1974","ἀκροβυστία","NOUN"
"1975",",","PUNCT"
"1976","ἀλλὰ","CCONJ"
"1977","πίστις","NOUN"
"1978","διʼ","ADP"
"1979","ἀγάπης","NOUN"
"1980","ἐνεργουμένη","VERB"
"1981",".","PUNCT"
"1982","Ἐτρέχετε","VERB"
"1983","καλῶς","ADV"
"1984","·","PUNCT"
"1985","τίς","PRON"
"1986","ὑμᾶς","PRON"
"1987","ἐνέκοψεν","VERB"
"1988","τῇ","DET"
"1989","ἀληθείᾳ","NOUN"
"1990","μὴ","ADV"
"1991","πείθεσθαι","VERB"
"1992",";","PUNCT"
"1993","ἡ","DET"
"1994","πεισμονὴ","NOUN"
"1995","οὐκ","ADV"
"1996","ἐκ","ADP"
"1997","τοῦ","DET"
"1998","καλοῦντος","VERB"
"1999","ὑμᾶς","PRON"
"2000",".","PUNCT"
"2001","μικρὰ","ADJ"
"2002","ζύμη","NOUN"
"2003","ὅλον","ADJ"
"2004","τὸ","DET"
"2005","φύραμα","NOUN"
"2006","ζυμοῖ","VERB"
"2007",".","PUNCT"
"2008","ἐγὼ","PRON"
"2009","πέποιθα","VERB"
"2010","εἰς","ADP"
"2011","ὑμᾶς","PRON"
"2012","ἐν","ADP"
"2013","κυρίῳ","NOUN"
"2014","ὅτι","SCONJ"
"2015","οὐδὲν","ADJ"
"2016","ἄλλο","ADJ"
"2017","φρονήσετε","VERB"
"2018","·","PUNCT"
"2019","ὁ","DET"
"2020","δὲ","ADV"
"2021","ταράσσων","VERB"
"2022","ὑμᾶς","PRON"
"2023","βαστάσει","VERB"
"2024","τὸ","DET"
"2025","κρίμα","NOUN"
"2026",",","PUNCT"
"2027","ὅστις","PRON"
"2028","ἐὰν","ADV"
"2029","ᾖ","AUX"
"2030",".","PUNCT"
"2031","ἐγὼ","PRON"
"2032","δέ","ADV"
"2033",",","PUNCT"
"2034","ἀδελφοί","NOUN"
"2035",",","PUNCT"
"2036","εἰ","SCONJ"
"2037","περιτομὴν","NOUN"
"2038","ἔτι","ADV"
"2039","κηρύσσω","VERB"
"2040",",","PUNCT"
"2041","τί","PRON"
"2042","ἔτι","ADV"
"2043","διώκομαι","VERB"
"2044",";","PUNCT"
"2045","ἄρα","ADV"
"2046","κατήργηται","VERB"
"2047","τὸ","DET"
"2048","σκάνδαλον","NOUN"
"2049","τοῦ","DET"
"2050","σταυροῦ","NOUN"
"2051",".","PUNCT"
"2052","ὄφελον","INTJ"
"2053","καὶ","ADV"
"2054","ἀποκόψονται","VERB"
"2055","οἱ","DET"
"2056","ἀναστατοῦντες","VERB"
"2057","ὑμᾶς","PRON"
"2058",".","PUNCT"
"2059","Ὑμεῖς","PRON"
"2060","γὰρ","ADV"
"2061","ἐπʼ","ADP"
"2062","ἐλευθερίᾳ","NOUN"
"2063","ἐκλήθητε","VERB"
"2064",",","PUNCT"
"2065","ἀδελφοί","NOUN"
"2066","·","PUNCT"
"2067","μόνον","ADJ"
"2068","μὴ","ADV"
"2069","τὴν","DET"
"2070","ἐλευθερίαν","NOUN"
"2071","εἰς","ADP"
"2072","ἀφορμὴν","NOUN"
"2073","τῇ","DET"
"2074","σαρκί","NOUN"
"2075",",","PUNCT"
"2076","ἀλλὰ","CCONJ"
"2077","διὰ","ADP"
"2078","τῆς","DET"
"2079","ἀγάπης","NOUN"
"2080","δουλεύετε","VERB"
"2081","ἀλλήλοις","PRON"
"2082","·","PUNCT"
"2083","ὁ","DET"
"2084","γὰρ","ADV"
"2085","πᾶς","DET"
"2086","νόμος","NOUN"
"2087","ἐν","ADP"
"2088","ἑνὶ","NUM"
"2089","λόγῳ","NOUN"
"2090","πεπλήρωται","VERB"
"2091",",","PUNCT"
"2092","ἐν","ADP"
"2093","τῷ","DET"
"2094","·","PUNCT"
"2095","Ἀγαπήσεις","VERB"
"2096","τὸν","DET"
"2097","πλησίον","ADV"
"2098","σου","PRON"
"2099","ὡς","ADV"
"2100","σεαυτόν","PRON"
"2101",".","PUNCT"
"2102","εἰ","SCONJ"
"2103","δὲ","ADV"
"2104","ἀλλήλους","PRON"
"2105","δάκνετε","VERB"
"2106","καὶ","CCONJ"
"2107","κατεσθίετε","VERB"
"2108",",","PUNCT"
"2109","βλέπετε","VERB"
"2110","μὴ","ADV"
"2111","ὑπʼ","ADP"
"2112","ἀλλήλων","PRON"
"2113","ἀναλωθῆτε","VERB"
"2114",".","PUNCT"
"2115","Λέγω","VERB"
"2116","δέ","ADV"
"2117",",","PUNCT"
"2118","πνεύματι","NOUN"
"2119","περιπατεῖτε","VERB"
"2120","καὶ","CCONJ"
"2121","ἐπιθυμίαν","NOUN"
"2122","σαρκὸς","NOUN"
"2123","οὐ","ADV"
"2124","μὴ","ADV"
"2125","τελέσητε","VERB"
"2126",".","PUNCT"
"2127","ἡ","DET"
"2128","γὰρ","ADV"
"2129","σὰρξ","NOUN"
"2130","ἐπιθυμεῖ","VERB"
"2131","κατὰ","ADP"
"2132","τοῦ","DET"
"2133","πνεύματος","NOUN"
"2134",",","PUNCT"
"2135","τὸ","DET"
"2136","δὲ","ADV"
"2137","πνεῦμα","NOUN"
"2138","κατὰ","ADP"
"2139","τῆς","DET"
"2140","σαρκός","NOUN"
"2141",",","PUNCT"
"2142","ταῦτα","ADJ"
"2143","γὰρ","ADV"
"2144","ἀλλήλοις","PRON"
"2145","ἀντίκειται","VERB"
"2146",",","PUNCT"
"2147","ἵνα","SCONJ"
"2148","μὴ","ADV"
"2149","ἃ","PRON"
"2150","ἐὰν","ADV"
"2151","θέλητε","VERB"
"2152","ταῦτα","ADJ"
"2153","ποιῆτε","VERB"
"2154",".","PUNCT"
"2155","εἰ","SCONJ"
"2156","δὲ","ADV"
"2157","πνεύματι","NOUN"
"2158","ἄγεσθε","VERB"
"2159",",","PUNCT"
"2160","οὐκ","ADV"
"2161","ἐστὲ","AUX"
"2162","ὑπὸ","ADP"
"2163","νόμον","NOUN"
"2164",".","PUNCT"
"2165","φανερὰ","ADJ"
"2166","δέ","ADV"
"2167","ἐστιν","AUX"
"2168","τὰ","DET"
"2169","ἔργα","NOUN"
"2170","τῆς","DET"
"2171","σαρκός","NOUN"
"2172",",","PUNCT"
"2173","ἅτινά","PRON"
"2174","ἐστιν","AUX"
"2175","πορνεία","NOUN"
"2176",",","PUNCT"
"2177","ἀκαθαρσία","NOUN"
"2178",",","PUNCT"
"2179","ἀσέλγεια","NOUN"
"2180",",","PUNCT"
"2181","εἰδωλολατρία","NOUN"
"2182",",","PUNCT"
"2183","φαρμακεία","NOUN"
"2184",",","PUNCT"
"2185","ἔχθραι","NOUN"
"2186",",","PUNCT"
"2187","ἔρις","NOUN"
"2188",",","PUNCT"
"2189","ζῆλος","NOUN"
"2190",",","PUNCT"
"2191","θυμοί","NOUN"
"2192",",","PUNCT"
"2193","ἐριθεῖαι","NOUN"
"2194",",","PUNCT"
"2195","διχοστασίαι","NOUN"
"2196",",","PUNCT"
"2197","αἱρέσεις","NOUN"
"2198",",","PUNCT"
"2199","φθόνοι","NOUN"
"2200",",","PUNCT"
"2201","μέθαι","NOUN"
"2202",",","PUNCT"
"2203","κῶμοι","NOUN"
"2204",",","PUNCT"
"2205","καὶ","CCONJ"
"2206","τὰ","DET"
"2207","ὅμοια","ADJ"
"2208","τούτοις","ADJ"
"2209",",","PUNCT"
"2210","ἃ","PRON"
"2211","προλέγω","VERB"
"2212","ὑμῖν","PRON"
"2213","καθὼς","ADV"
"2214","προεῖπον","VERB"
"2215","ὅτι","SCONJ"
"2216","οἱ","DET"
"2217","τὰ","DET"
"2218","τοιαῦτα","ADJ"
"2219","πράσσοντες","VERB"
"2220","βασιλείαν","NOUN"
"2221","θεοῦ","NOUN"
"2222","οὐ","ADV"
"2223","κληρονομήσουσιν","VERB"
"2224",".","PUNCT"
"2225","Ὁ","DET"
"2226","δὲ","ADV"
"2227","καρπὸς","NOUN"
"2228","τοῦ","DET"
"2229","πνεύματός","NOUN"
"2230","ἐστιν","AUX"
"2231","ἀγάπη","NOUN"
"2232",",","PUNCT"
"2233","χαρά","NOUN"
"2234",",","PUNCT"
"2235","εἰρήνη","NOUN"
"2236",",","PUNCT"
"2237","μακροθυμία","NOUN"
"2238",",","PUNCT"
"2239","χρηστότης","NOUN"
"2240",",","PUNCT"
"2241","ἀγαθωσύνη","NOUN"
"2242",",","PUNCT"
"2243","πίστις","NOUN"
"2244",",","PUNCT"
"2245","πραΰτης","NOUN"
"2246",",","PUNCT"
"2247","ἐγκράτεια","NOUN"
"2248","·","PUNCT"
"2249","κατὰ","ADP"
"2250","τῶν","DET"
"2251","τοιούτων","ADJ"
"2252","οὐκ","ADV"
"2253","ἔστιν","AUX"
"2254","νόμος","NOUN"
"2255",".","PUNCT"
"2256","οἱ","DET"
"2257","δὲ","ADV"
"2258","τοῦ","DET"
"2259","Χριστοῦ","PROPN"
"2260","τὴν","DET"
"2261","σάρκα","NOUN"
"2262","ἐσταύρωσαν","VERB"
"2263","σὺν","ADP"
"2264","τοῖς","DET"
"2265","παθήμασιν","NOUN"
"2266","καὶ","CCONJ"
"2267","ταῖς","DET"
"2268","ἐπιθυμίαις","NOUN"
"2269",".","PUNCT"
"2270","εἰ","SCONJ"
"2271","ζῶμεν","VERB"
"2272","πνεύματι","NOUN"
"2273",",","PUNCT"
"2274","πνεύματι","NOUN"
"2275","καὶ","ADV"
"2276","στοιχῶμεν","VERB"
"2277",".","PUNCT"
"2278","μὴ","ADV"
"2279","γινώμεθα","VERB"
"2280","κενόδοξοι","ADJ"
"2281",",","PUNCT"
"2282","ἀλλήλους","PRON"
"2283","προκαλούμενοι","VERB"
"2284",",","PUNCT"
"2285","ἀλλήλοις","PRON"
"2286","φθονοῦντες","VERB"
"2287",".","PUNCT"
"2288","Ἀδελφοί","NOUN"
"2289",",","PUNCT"
"2290","ἐὰν","SCONJ"
"2291","καὶ","ADV"
"2292","προλημφθῇ","VERB"
"2293","ἄνθρωπος","NOUN"
"2294","ἔν","ADP"
"2295","τινι","DET"
"2296","παραπτώματι","NOUN"
"2297",",","PUNCT"
"2298","ὑμεῖς","PRON"
"2299","οἱ","DET"
"2300","πνευματικοὶ","ADJ"
"2301","καταρτίζετε","VERB"
"2302","τὸν","DET"
"2303","τοιοῦτον","ADJ"
"2304","ἐν","ADP"
"2305","πνεύματι","NOUN"
"2306","πραΰτητος","NOUN"
"2307",",","PUNCT"
"2308","σκοπῶν","VERB"
"2309","σεαυτόν","PRON"
"2310",",","PUNCT"
"2311","μὴ","ADV"
"2312","καὶ","ADV"
"2313","σὺ","PRON"
"2314","πειρασθῇς","VERB"
"2315",".","PUNCT"
"2316","ἀλλήλων","PRON"
"2317","τὰ","DET"
"2318","βάρη","NOUN"
"2319","βαστάζετε","VERB"
"2320",",","PUNCT"
"2321","καὶ","CCONJ"
"2322","οὕτως","ADV"
"2323","ἀναπληρώσετε","VERB"
"2324","τὸν","DET"
"2325","νόμον","NOUN"
"2326","τοῦ","DET"
"2327","Χριστοῦ","PROPN"
"2328",".","PUNCT"
"2329","εἰ","SCONJ"
"2330","γὰρ","ADV"
"2331","δοκεῖ","VERB"
"2332","τις","ADJ"
"2333","εἶναί","AUX"
"2334","τι","ADJ"
"2335","μηδὲν","ADJ"
"2336","ὤν","AUX"
"2337",",","PUNCT"
"2338","φρεναπατᾷ","VERB"
"2339","ἑαυτόν","PRON"
"2340","·","PUNCT"
"2341","τὸ","DET"
"2342","δὲ","ADV"
"2343","ἔργον","NOUN"
"2344","ἑαυτοῦ","PRON"
"2345","δοκιμαζέτω","VERB"
"2346","ἕκαστος","ADJ"
"2347",",","PUNCT"
"2348","καὶ","CCONJ"
"2349","τότε","ADV"
"2350","εἰς","ADP"
"2351","ἑαυτὸν","PRON"
"2352","μόνον","ADJ"
"2353","τὸ","DET"
"2354","καύχημα","NOUN"
"2355","ἕξει","VERB"
"2356","καὶ","CCONJ"
"2357","οὐκ","ADV"
"2358","εἰς","ADP"
"2359","τὸν","DET"
"2360","ἕτερον","ADJ"
"2361",",","PUNCT"
"2362","ἕκαστος","ADJ"
"2363","γὰρ","ADV"
"2364","τὸ","DET"
"2365","ἴδιον","ADJ"
"2366","φορτίον","NOUN"
"2367","βαστάσει","VERB"
"2368",".","PUNCT"
"2369","Κοινωνείτω","VERB"
"2370","δὲ","ADV"
"2371","ὁ","DET"
"2372","κατηχούμενος","VERB"
"2373","τὸν","DET"
"2374","λόγον","NOUN"
"2375","τῷ","DET"
"2376","κατηχοῦντι","VERB"
"2377","ἐν","ADP"
"2378","πᾶσιν","DET"
"2379","ἀγαθοῖς","ADJ"
"2380",".","PUNCT"
"2381","μὴ","ADV"
"2382","πλανᾶσθε","VERB"
"2383",",","PUNCT"
"2384","θεὸς","NOUN"
"2385","οὐ","ADV"
"2386","μυκτηρίζεται","VERB"
"2387","·","PUNCT"
"2388","ὃ","PRON"
"2389","γὰρ","ADV"
"2390","ἐὰν","ADV"
"2391","σπείρῃ","VERB"
"2392","ἄνθρωπος","NOUN"
"2393",",","PUNCT"
"2394","τοῦτο","ADJ"
"2395","καὶ","ADV"
"2396","θερίσει","VERB"
"2397","·","PUNCT"
"2398","ὅτι","ADV"
"2399","ὁ","DET"
"2400","σπείρων","VERB"
"2401","εἰς","ADP"
"2402","τὴν","DET"
"2403","σάρκα","NOUN"
"2404","ἑαυτοῦ","PRON"
"2405","ἐκ","ADP"
"2406","τῆς","DET"
"2407","σαρκὸς","NOUN"
"2408","θερίσει","VERB"
"2409","φθοράν","NOUN"
"2410",",","PUNCT"
"2411","ὁ","DET"
"2412","δὲ","ADV"
"2413","σπείρων","VERB"
"2414","εἰς","ADP"
"2415","τὸ","DET"
"2416","πνεῦμα","NOUN"
"2417","ἐκ","ADP"
"2418","τοῦ","DET"
"2419","πνεύματος","NOUN"
"2420","θερίσει","VERB"
"2421","ζωὴν","NOUN"
"2422","αἰώνιον","ADJ"
"2423",".","PUNCT"
"2424","τὸ","DET"
"2425","δὲ","ADV"
"2426","καλὸν","ADJ"
"2427","ποιοῦντες","VERB"
"2428","μὴ","ADV"
"2429","ἐγκακῶμεν","VERB"
"2430",",","PUNCT"
"2431","καιρῷ","NOUN"
"2432","γὰρ","ADV"
"2433","ἰδίῳ","ADJ"
"2434","θερίσομεν","VERB"
"2435","μὴ","ADV"
"2436","ἐκλυόμενοι","VERB"
"2437",".","PUNCT"
"2438","ἄρα","ADV"
"2439","οὖν","ADV"
"2440","ὡς","SCONJ"
"2441","καιρὸν","NOUN"
"2442","ἔχομεν","VERB"
"2443",",","PUNCT"
"2444","ἐργαζώμεθα","VERB"
"2445","τὸ","DET"
"2446","ἀγαθὸν","ADJ"
"2447","πρὸς","ADP"
"2448","πάντας","ADJ"
"2449",",","PUNCT"
"2450","μάλιστα","ADV"
"2451","δὲ","ADV"
"2452","πρὸς","ADP"
"2453","τοὺς","DET"
"2454","οἰκείους","ADJ"
"2455","τῆς","DET"
"2456","πίστεως","NOUN"
"2457",".","PUNCT"
"2458","Ἴδετε","VERB"
"2459","πηλίκοις","ADJ"
"2460","ὑμῖν","PRON"
"2461","γράμμασιν","NOUN"
"2462","ἔγραψα","VERB"
"2463","τῇ","DET"
"2464","ἐμῇ","ADJ"
"2465","χειρί","NOUN"
"2466",".","PUNCT"
"2467","ὅσοι","PRON"
"2468","θέλουσιν","VERB"
"2469","εὐπροσωπῆσαι","VERB"
"2470","ἐν","ADP"
"2471","σαρκί","NOUN"
"2472",",","PUNCT"
"2473","οὗτοι","ADJ"
"2474","ἀναγκάζουσιν","VERB"
"2475","ὑμᾶς","PRON"
"2476","περιτέμνεσθαι","VERB"
"2477",",","PUNCT"
"2478","μόνον","ADJ"
"2479","ἵνα","SCONJ"
"2480","τῷ","DET"
"2481","σταυρῷ","NOUN"
"2482","τοῦ","DET"
"2483","Χριστοῦ","PROPN"
"2484","μὴ","ADV"
"2485","διώκωνται","VERB"
"2486","·","PUNCT"
"2487","οὐδὲ","ADV"
"2488","γὰρ","ADV"
"2489","οἱ","DET"
"2490","περιτεμνόμενοι","VERB"
"2491","αὐτοὶ","DET"
"2492","νόμον","NOUN"
"2493","φυλάσσουσιν","VERB"
"2494",",","PUNCT"
"2495","ἀλλὰ","CCONJ"
"2496","θέλουσιν","VERB"
"2497","ὑμᾶς","PRON"
"2498","περιτέμνεσθαι","VERB"
"2499","ἵνα","SCONJ"
"2500","ἐν","ADP"
"2501","τῇ","DET"
"2502","ὑμετέρᾳ","ADJ"
"2503","σαρκὶ","NOUN"
"2504","καυχήσωνται","VERB"
"2505",".","PUNCT"
"2506","ἐμοὶ","PRON"
"2507","δὲ","ADV"
"2508","μὴ","ADV"
"2509","γένοιτο","VERB"
"2510","καυχᾶσθαι","VERB"
"2511","εἰ","ADV"
"2512","μὴ","ADV"
"2513","ἐν","ADP"
"2514","τῷ","DET"
"2515","σταυρῷ","NOUN"
"2516","τοῦ","DET"
"2517","κυρίου","NOUN"
"2518","ἡμῶν","PRON"
"2519","Ἰησοῦ","PROPN"
"2520","Χριστοῦ","PROPN"
"2521",",","PUNCT"
"2522","διʼ","ADP"
"2523","οὗ","PRON"
"2524","ἐμοὶ","PRON"
"2525","κόσμος","NOUN"
"2526","ἐσταύρωται","VERB"
"2527","κἀ","PRON"
"2528","γὼ","PRON"
"2529","κόσμῳ","NOUN"
"2530",".","PUNCT"
"2531","οὔτε","CCONJ"
"2532","γὰρ","ADV"
"2533","περιτομή","NOUN"
"2534","τί","ADJ"
"2535","ἐστιν","AUX"
"2536","οὔτε","CCONJ"
"2537","ἀκροβυστία","NOUN"
"2538",",","PUNCT"
"2539","ἀλλὰ","CCONJ"
"2540","καινὴ","ADJ"
"2541","κτίσις","NOUN"
"2542",".","PUNCT"
"2543","καὶ","CCONJ"
"2544","ὅσοι","PRON"
"2545","τῷ","DET"
"2546","κανόνι","NOUN"
"2547","τούτῳ","DET"
"2548","στοιχήσουσιν","VERB"
"2549",",","PUNCT"
"2550","εἰρήνη","NOUN"
"2551","ἐπʼ","ADP"
"2552","αὐτοὺς","PRON"
"2553","καὶ","CCONJ"
"2554","ἔλεος","NOUN"
"2555",",","PUNCT"
"2556","καὶ","CCONJ"
"2557","ἐπὶ","ADP"
"2558","τὸν","DET"
"2559","Ἰσραὴλ","PROPN"
"2560","τοῦ","DET"
"2561","θεοῦ","NOUN"
"2562",".","PUNCT"
"2563","Τοῦ","DET"
"2564","λοιποῦ","ADJ"
"2565","κόπους","NOUN"
"2566","μοι","PRON"
"2567","μηδεὶς","ADJ"
"2568","παρεχέτω","VERB"
"2569",",","PUNCT"
"2570","ἐγὼ","PRON"
"2571","γὰρ","ADV"
"2572","τὰ","DET"
"2573","στίγματα","NOUN"
"2574","τοῦ","DET"
"2575","Ἰησοῦ","PROPN"
"2576","ἐν","ADP"
"2577","τῷ","DET"
"2578","σώματί","NOUN"
"2579","μου","PRON"
"2580","βαστάζω","VERB"
"2581",".","PUNCT"
"2582","Ἡ","DET"
"2583","χάρις","NOUN"
"2584","τοῦ","DET"
"2585","κυρίου","NOUN"
"2586","ἡμῶν","PRON"
"2587","Ἰησοῦ","PROPN"
"2588","Χριστοῦ","PROPN"
"2589","μετὰ","ADP"
"2590","τοῦ","DET"
"2591","πνεύματος","NOUN"
"2592","ὑμῶν","PRON"
"2593",",","PUNCT"
"2594","ἀδελφοί","NOUN"
"2595","·","PUNCT"
"2596","ἀμήν","INTJ"
"2597",".","PUNCT"
