"ID","TOKEN","IS_PUNCT"
"794","δὴ","FALSE"
"795","εἰς","FALSE"
"796","τὰς","FALSE"
"797","καρδίας","FALSE"
"798","ὑμῶν","FALSE"
"799","ἀπὸ","FALSE"
"800","τῆς","FALSE"
"801","ἡμέρας","FALSE"
"802","ταύτης","FALSE"
"803","καὶ","FALSE"
"804","ὑπεράνω","FALSE"
"805",",","TRUE"
"806","πρὸ","FALSE"
"807","τοῦ","FALSE"
"808","θεῖναι","FALSE"
"809","λίθον","FALSE"
"810","ἐπὶ","FALSE"
"811","λίθου","FALSE"
"812","ἐν","FALSE"
"813","τῷ","FALSE"
"814","ναῷ","FALSE"
"815","Κυρίου","FALSE"
"816",",","TRUE"
"817","τίνες","FALSE"
"818","ἦτε","FALSE"
"819",",","TRUE"
"820","ὅτε","FALSE"
"821","ἐνεβάλλετε","FALSE"
"822","εἰς","FALSE"
"823","κυψέλην","FALSE"
"824","κριθῆς","FALSE"
"825","εἴκοσι","FALSE"
"826","σάτα","FALSE"
"827",",","TRUE"
"828","καὶ","FALSE"
"829","ἐγένετο","FALSE"
"830","κριθῆς","FALSE"
"831","δέκα","FALSE"
"832","σάτα","FALSE"
"833",",","TRUE"
"834","καὶ","FALSE"
"835","εἰσεπορεύεσθε","FALSE"
"836","εἰς","FALSE"
"837","τὸ","FALSE"
"838","ὑπολήνιον","FALSE"
"839","ἐξαντλῆσαι","FALSE"
"840","πεντήκοντα","FALSE"
"841","μετρητάς","FALSE"
"842",",","TRUE"
"843","καὶ","FALSE"
"844","ἐγένοντο","FALSE"
"845","εἴκοσι","FALSE"
"846",".","TRUE"
"847","ἐπάταξα","FALSE"
"848","ὑμᾶς","FALSE"
"849","ἐν","FALSE"
"850","ἀφορίᾳ","FALSE"
"851","καὶ","FALSE"
"852","ἐν","FALSE"
"853","ἀνεμοφθορίᾳ","FALSE"
"854","καὶ","FALSE"
"855","ἐν","FALSE"
"856","χαλάζῃ","FALSE"
"857",",","TRUE"
"858","πάντα","FALSE"
"859","τὰ","FALSE"
"860","ἔργα","FALSE"
"861","τῶν","FALSE"
"862","χειρῶν","FALSE"
"863","ὑμῶν","FALSE"
"864",",","TRUE"
"865","καὶ","FALSE"
"866","οὐκ","FALSE"
"867","ἐπεστρέψατε","FALSE"
"868","πρὸς","FALSE"
"869","μέ","FALSE"
"870",",","TRUE"
"871","λέγει","FALSE"
"872","Κύριος","FALSE"
"873",".","TRUE"
"874","ὑποτάξατε","FALSE"
"875","δὴ","FALSE"
"876","τὰς","FALSE"
"877","καρδίας","FALSE"
